id;name;sport_type;start_date;distance_km;moving_time_sec;elapsed_time_sec;elevation_gain;average_heartrate;max_heartrate;average_cadence;average_speed;max_speed;pace_sec_km;pace_formatted;efficiency_index;calories;suffer_score;pr_count;achievement_count;latitude;longitude;map_summary_polyline;map_polyline;weather_temp;weather_feels_like;weather_humidity;weather_precipitation;weather_rain;weather_wind_speed;weather_wind_gusts;weather_code;weather_condition
18658984108;Muito forte - 6x1k;Run;26/05/2026 06:24:07;10.01;2871;3331;327.3;162.4;207.0;86.8;3.486;6.72;287;4:46;1.766;796.0;75.0;0;1;-28.440262;-49.023933;`nqlDh~ejH{@@_BPc@AsALw@Bw@GmBUcBc@mAc@w@[oAs@e@O{C{@e@Cg@Q_B_@g@OoAk@i@_@]a@c@w@Wi@a@qAaDiGmDwHIKKEbA`BZt@fCfFj@zAZf@lBvDb@p@Lf@mAjAMPFCl@o@FKAAUT@AGBHI@?GFFEFM?BE@OPBIEJHKKNe@^{@|@oAdAY^M`@a@dBGp@@p@Eb@Qf@e@z@u@|@qAzBm@~BSh@GfABd@Nl@LVX\z@z@JVDt@?`ADzAAjBDl@Jd@l@lAVfAB^BDAD?CBD@ASwAGSe@{@Qc@G_@M}IEYGOKOiAkAWm@I_@A]DkANo@r@yBh@}@zAyBh@_AP_@FWCo@Bm@j@iCz@mA|AuAj@m@FE@BGFHGQPRQiBdBqAhAc@h@Gh@]bB?|@Cp@CHeApBoAzAa@v@g@jBSh@WzAA`@Nj@Rd@V`@dAfAJP@^Ab@DpAAb@NpDHd@z@|BPv@@PAYUqAMYi@_AKg@KyIGSGOcAaAc@i@GMQi@Ai@@_AZcBNc@xAmCLMz@qAZg@Ra@L[Hu@FqALk@Ly@HWPUlBgBn@k@RGHKCKFE_EzDY`@i@bCA`BG`@MXiApBk@v@QLa@r@u@zBYtA?pAH`@n@`AbAdALVFxC@tCDh@Hd@J\LRh@rAHd@?XFRc@iBq@_BG]KsCCmB@gAEg@Qa@mAsA_@q@EQCa@Bq@Hk@ZsA^mA`@q@^e@x@qA|@{ALe@@OAsAl@mCPW`B}Aj@m@f@a@NERSj@]HBrAv@b@Rb@L|AZz@TlA`@d@J|B|@`Bh@lBx@jA\vARvAJNA|Jk@VGb@UVApBb@zC^jB\fBT`BXJD;tvqlDr~ejHKGq@SkASO?I@UPa@LsBD_BPc@AcBLw@@kBQiAUcAWmAc@w@[oAs@e@O{C{@e@Cg@Q_B_@g@OkAi@m@a@]a@Yg@a@y@a@qAaDiGmDwHIKKEbA`BZt@fCfFj@zAZf@lBvDb@p@Lf@mAjAMPFCl@o@FKAAUT@AGBHI@?GFFEFM?BE@OPBIEJHKKNe@^{@|@oAdAY^M`@a@dBGp@@p@Eb@Qf@e@z@u@|@qAzBm@~BSh@GfABd@Nl@LVX\z@z@JVDt@?`ADzAAjBDl@Jd@l@lAVfAB^BDAD?CBD@ASwAGSe@{@Qc@G_@M}IEYGOKOiAkAWm@I_@A]DkANo@r@yBh@}@zAyBh@_AP_@FWCo@Bm@j@iCz@mA|AuAj@m@FE@BGFHGQPRQiBdBqAhAc@h@Gh@]bB?|@Cp@CHeApBoAzAa@v@g@jBSh@WzAA`@Nj@Rd@V`@dAfAJP@^Ab@DpAAb@NpDHd@z@|BPv@@PAYUqAMYi@_AKg@KyIGSGOcAaAc@i@GMQi@Ai@@_AZcBNc@xAmCLMz@qAZg@Ra@L[Hu@FqALk@Ly@HWPUlBgBn@k@RGHKCKFE_EzDY`@i@bCA`BG`@MXiApBk@v@QLa@r@u@zBYtA?pAH`@n@`AbAdALVFxC@tCDh@Hd@J\LRh@rAHd@?XFRc@iBq@_BG]KsCCmB@gAEg@Qa@mAsA_@q@EQCa@Bq@Hk@ZsA^mA`@q@^e@x@qA|@{ALe@@OAsAl@mCPW`B}Aj@m@f@a@H?FEPSj@]HBrAv@b@Rb@L|AZz@TlA`@d@J|B|@`Bh@hAh@x@Xt@RpAR|AJhDQzCUfAEVGb@UVApBb@zC^jB\fBT`BXJD}A[m@?SBoA_@{C]uAWDDt@DFD;16.5;17.5;96;1.4;1.4;6.9;12.2;61;Chuva leve
18686782900;Moderado firme - 100/200 D+;Run;28/05/2026 06:10:08;12.02;3614;3661;202.6;156.0;177.0;86.8;3.327;5.06;301;5:00;1.9276;849.0;71.0;0;2;-28.454729;-49.028809;h`ulDrsfjHh@S`@Sj@e@`@a@bB{AhAmAzG{Gr@w@v@u@~@u@|@{@FADHCJOViAhAEL?LBXj@rAR\lEtGtClEz@xAx@pAzAhChE|GlCpEnGzJr@dAj@~@rB|ChAdA`AfAN@b@Ob@UrAw@tAq@JK@GEQ}@gAuAkBmCcEg@k@kMcSaAsAwAaCmCeEwA_CeDyEcAgB{E}HYa@MGE@KF]ZwCdDCZL`@bAlB`MrR`AbB|@rA|ClFjBrCZp@b@p@~AzBlGzJXXb@TX\h@v@lBlCVNd@Q^QzAaAnA_A@IsA_BuA}Bq@aAkIuMgCwD_GiJgEoG}@yAsCgEIGUDcAz@ICY_@Uc@qBcDAG@Mz@eADI?K{A{BIGI?E@eDnDO`@Dh@t@|AtB`Dp@nA`DzEPN?Es@u@}BgDaCuDa@u@u@}Ae@}@OGgFpFkG`GkAlAgA|@sAr@OXOl@]V_@RwAnA[\o@Zc@?cBOKBw@b@ABT~@Dd@Qr@CRHtBH^R`@TJ\JJHDLOd@UJUPE\H^Zj@LjAAtAWf@[Rm@Fi@@a@CKB]AQAi@KeAY}@[a@Ig@Ha@T?Jr@V\RNTDTGf@OBW?UHOTGP?r@IFUIYQ{@M_AS{Aq@K@C@GLDNLPPNN^DXHL\VTXDVGTE@i@UeAUeA[GBBPZh@[_@CMBODA|@RvAd@\PHE?EGe@W]UOIKY}@Y[IO?EHQDAL?VJZPNBl@TtAZt@TNEAo@L[\[d@@BADKAm@GKi@a@k@OEI@ETSb@M`@Ad@Lb@Rd@H\Pf@JvAHpAId@QRSF_@BqAAc@@B@b@AjAIXUZe@NYBaA@T@zAMVURi@;`qtlD`}fjHNMn@a@F?`@D`@CZBz@CPC\UX]~AgA^_@\kAZSh@S`@Sj@e@`@a@bB{AhAmAzG{Gr@w@v@u@~@u@|@{@FADHCJOViAhAEL?LBXj@rAR\lEtGtClEz@xAx@pAzAhChE|GlCpEnGzJr@dAj@~@rB|ChAdA`AfAN@b@Ob@UrAw@tAq@JK@GEQ}@gAuAkBmCcEg@k@kMcSaAsAwAaCmCeEwA_CeDyEcAgB{E}HYa@MGE@KF]ZwCdDCZL`@bAlB`MrR`AbB|@rA|ClFjBrCZp@b@p@~AzBlGzJXXb@TX\h@v@lBlCVNd@Q^QzAaAnA_A@IsA_BuA}Bq@aAkIuMgCwD_GiJgEoG}@yAsCgEIGUDcAz@ICY_@Uc@qBcDAG@Mz@eADI?K{A{BIGI?E@eDnDO`@Dh@t@|AtB`Dp@nA`DzEPN?Es@u@}BgDaCuDa@u@u@}Ae@}@OGgFpFkG`GkAlAgA|@sAr@OXOl@]V_@RwAnA[\o@Zc@?cBOKBw@b@ABT~@Dd@Qr@CRHtBH^R`@TJ\JJHDLOd@UJUPE\H^Zj@LjAAtAWf@[Rm@Fi@@a@CKB]AQAi@KeAY}@[a@Ig@Ha@T?Jr@V\RNTDTGf@OBW?UHOTGP?r@IFUIYQ{@M_AS{Aq@K@C@GLDNLPPNN^DXHL\VTXDVGTE@i@UeAUeA[GBBPZh@[_@CMBODA|@RvAd@\PHE?EGe@W]UOIKY}@Y[IO?EHQDAL?VJZPNBl@TtAZt@TNEAo@L[\[d@@BADKAm@GKi@a@k@OEI@ETSb@M`@Ad@Lb@Rd@H\Pf@JvAHpAId@QRSF_@BqAAc@@B@b@AjAIXUZe@NYBaA@T@zAMVURi@Cm@@y@Ee@a@s@GUBc@VSDA;14.0;13.9;92;0.0;0.0;6.5;14.0;0;Desconhecido
